date,action,shares,price,gross_cost,transaction_fee,total_cost,gross_proceeds,net_proceeds
2024-10-09 12:34:00,SELL,35,225.31,,39.42925,,7885.85,7846.42075
2024-10-09 12:35:00,BUY,35,225.33,7886.55,39.43275,7925.98275,,
2024-10-09 12:36:00,SELL,35,225.3107,,39.4293725,,7885.8745,7846.4451275
2024-10-09 12:37:00,BUY,35,225.5665,7894.827499999999,39.4741375,7934.3016375,,
2024-10-09 12:38:00,SELL,35,225.44,,39.452,,7890.4,7850.947999999999
2024-10-09 12:39:00,BUY,34,225.36,7662.240000000001,38.31120000000001,7700.551200000001,,
2024-10-09 12:41:00,SELL,34,225.46,,38.3282,,7665.64,7627.3118
2024-10-09 12:43:00,BUY,34,225.37,7662.58,38.3129,7700.8929,,
2024-10-09 12:45:00,SELL,34,225.4965,,38.334405000000004,,7666.881,7628.546595000001
2024-10-09 12:46:00,BUY,34,225.5,7667.0,38.335,7705.335,,
2024-10-09 12:47:00,SELL,34,225.498,,38.33466,,7666.932,7628.597339999999
2024-10-09 12:48:00,BUY,34,225.5,7667.0,38.335,7705.335,,
2024-10-09 12:50:00,SELL,34,225.55,,38.343500000000006,,7668.700000000001,7630.356500000001
2024-10-09 12:51:00,BUY,33,225.53,7442.49,37.21245,7479.70245,,
2024-10-09 12:52:00,SELL,33,225.5599,,37.217383500000004,,7443.4767,7406.2593165
2024-10-09 12:53:00,BUY,33,225.6,7444.8,37.224000000000004,7482.024,,
2024-10-09 12:54:00,SELL,33,225.72,,37.2438,,7448.76,7411.5162
2024-10-09 12:55:00,BUY,33,225.474,7440.642,37.20321,7477.8452099999995,,
2024-10-09 12:56:00,SELL,33,225.49,,37.20585,,7441.17,7403.96415
2024-10-09 12:57:00,BUY,32,225.49,7215.68,36.0784,7251.758400000001,,
2024-10-09 12:58:00,SELL,32,225.65,,36.104,,7220.8,7184.696
2024-10-09 13:00:00,BUY,32,225.58,7218.56,36.092800000000004,7254.652800000001,,
2024-10-09 13:01:00,SELL,32,225.6,,36.096,,7219.2,7183.104
2024-10-09 13:02:00,BUY,32,225.7422,7223.7504,36.118752,7259.869152,,
2024-10-09 13:03:00,SELL,32,225.68,,36.1088,,7221.76,7185.6512
2024-10-09 13:04:00,BUY,31,225.7,6996.7,34.9835,7031.6835,,
2024-10-09 13:05:00,SELL,31,225.7,,34.9835,,6996.7,6961.7164999999995
2024-10-09 13:06:00,BUY,31,225.75,6998.25,34.99125,7033.24125,,
2024-10-09 13:07:00,SELL,31,225.73,,34.988150000000005,,6997.63,6962.64185
2024-10-09 13:08:00,BUY,31,225.8805,7002.2955,35.011477500000005,7037.3069775,,
2024-10-09 13:09:00,SELL,31,225.8893,,35.0128415,,7002.5683,6967.5554585
2024-10-09 13:10:00,BUY,30,225.8771,6776.313,33.881565,6810.194565,,
2024-10-09 13:11:00,SELL,30,225.8989,,33.884834999999995,,6776.967,6743.082165
2024-10-09 13:13:00,BUY,30,225.85,6775.5,33.8775,6809.3775,,
2024-10-09 13:14:00,SELL,30,225.826,,33.8739,,6774.78,6740.9061
2024-10-09 13:15:00,BUY,30,225.56,6766.8,33.834,6800.634,,
2024-10-09 13:16:00,SELL,30,225.7,,33.855000000000004,,6771.0,6737.145
2024-10-09 13:17:00,BUY,30,225.8896,6776.688,33.88344,6810.57144,,
2024-10-09 13:18:00,SELL,30,225.6636,,33.849540000000005,,6769.908,6736.05846
2024-10-09 13:21:00,BUY,29,225.78,6547.62,32.7381,6580.3580999999995,,
2024-10-09 13:22:00,SELL,29,225.77,,32.73665,,6547.33,6514.59335
2024-10-09 13:23:00,BUY,29,225.6,6542.4,32.711999999999996,6575.112,,
2024-10-09 13:24:00,SELL,29,225.5746,,32.708317,,6541.6634,6508.955083000001
2024-10-09 13:25:00,BUY,29,225.42,6537.179999999999,32.6859,6569.8659,,
2024-10-09 13:26:00,SELL,29,225.28,,32.6656,,6533.12,6500.4544
2024-10-09 13:27:00,BUY,28,225.55,6315.400000000001,31.577,6346.977000000001,,
2024-10-09 13:28:00,SELL,28,225.2,,31.528,,6305.599999999999,6274.071999999999
2024-10-09 13:29:00,BUY,28,225.28,6307.84,31.5392,6339.3792,,
2024-10-09 13:30:00,SELL,28,225.5,,31.57,,6314.0,6282.43
2024-10-09 13:31:00,BUY,28,225.08,6302.240000000001,31.511200000000006,6333.751200000001,,
2024-10-09 13:32:00,SELL,28,225.0,,31.5,,6300.0,6268.5
2024-10-09 13:33:00,BUY,28,225.35,6309.8,31.549000000000003,6341.349,,
2024-10-09 13:34:00,SELL,28,225.28,,31.5392,,6307.84,6276.3008
2024-10-09 13:35:00,BUY,27,225.35,6084.45,30.42225,6114.872249999999,,
2024-10-09 13:36:00,SELL,27,225.555,,30.449925000000004,,6089.985000000001,6059.535075000001
2024-10-09 13:37:00,BUY,27,225.86,6098.22,30.491100000000003,6128.7111,,
2024-10-09 13:38:00,SELL,27,226.152,,30.530519999999996,,6106.103999999999,6075.573479999999
2024-10-09 13:39:00,BUY,27,226.32,6110.639999999999,30.553199999999997,6141.1932,,
2024-10-09 13:40:00,SELL,27,226.165,,30.532275,,6106.455,6075.922725
2024-10-09 13:41:00,BUY,27,226.21,6107.67,30.53835,6138.20835,,
2024-10-09 13:42:00,SELL,27,226.0476,,30.516425999999996,,6103.285199999999,6072.768773999999
2024-10-09 13:43:00,BUY,26,225.5964,5865.506399999999,29.327531999999998,5894.833932,,
2024-10-09 13:44:00,SELL,26,225.7471,,29.347122999999996,,5869.424599999999,5840.077477
2024-10-09 13:45:00,BUY,26,225.9526,5874.7676,29.373838000000003,5904.141438000001,,
2024-10-09 13:46:00,SELL,26,225.99,,29.3787,,5875.74,5846.3613
2024-10-09 13:47:00,BUY,26,226.05,5877.3,29.3865,5906.6865,,
2024-10-09 13:48:00,SELL,26,225.955,,29.37415,,5874.83,5845.45585
2024-10-09 13:49:00,BUY,26,226.04,5877.04,29.3852,5906.4252,,
2024-10-09 13:50:00,SELL,26,226.2,,29.406,,5881.2,5851.794
2024-10-09 13:51:00,BUY,25,226.34,5658.5,28.2925,5686.7925,,
2024-10-09 13:52:00,SELL,25,226.38,,28.2975,,5659.5,5631.2025
2024-10-09 13:53:00,BUY,25,226.375,5659.375,28.296875,5687.671875,,
2024-10-09 13:54:00,SELL,25,226.305,,28.288125,,5657.625,5629.336875
2024-10-09 13:55:00,BUY,25,226.18,5654.5,28.2725,5682.7725,,
2024-10-09 13:56:00,SELL,25,226.31,,28.28875,,5657.75,5629.46125
2024-10-09 13:57:00,BUY,25,226.11,5652.75,28.26375,5681.01375,,
2024-10-09 13:58:00,SELL,25,226.28,,28.285,,5657.0,5628.715
2024-10-09 13:59:00,BUY,24,226.15,5427.6,27.138,5454.738,,
2024-10-09 14:00:00,SELL,24,226.23,,27.147599999999997,,5429.5199999999995,5402.372399999999
2024-10-09 14:01:00,BUY,24,226.375,5433.0,27.165,5460.165,,
2024-10-09 14:02:00,SELL,24,226.3578,,27.162936000000002,,5432.5872,5405.424264
2024-10-09 14:03:00,BUY,24,226.305,5431.32,27.156599999999997,5458.4766,,
2024-10-09 14:04:00,SELL,24,226.41,,27.1692,,5433.84,5406.6708
2024-10-09 14:05:00,BUY,24,226.3593,5432.6232,27.163116000000002,5459.786316,,
2024-10-09 14:06:00,SELL,24,226.51,,27.1812,,5436.24,5409.0588
2024-10-09 14:07:00,BUY,24,226.385,5433.24,27.1662,5460.406199999999,,
2024-10-09 14:08:00,SELL,24,226.2,,27.144,,5428.799999999999,5401.655999999999
2024-10-09 14:09:00,BUY,23,226.1013,5200.329900000001,26.001649500000003,5226.331549500001,,
2024-10-09 14:10:00,SELL,23,225.845,,25.972175000000004,,5194.435,5168.4628250000005
2024-10-09 14:11:00,BUY,23,226.1001,5200.3023,26.001511500000003,5226.3038115,,
2024-10-09 14:12:00,SELL,23,226.025,,25.992874999999998,,5198.575,5172.582125
2024-10-09 14:13:00,BUY,23,226.088,5200.023999999999,26.00012,5226.024119999999,,
2024-10-09 14:14:00,SELL,23,226.06,,25.9969,,5199.38,5173.3831
2024-10-09 14:15:00,BUY,23,226.07,5199.61,25.99805,5225.60805,,
2024-10-09 14:16:00,SELL,23,226.23,,26.01645,,5203.29,5177.27355
2024-10-09 14:17:00,BUY,22,226.2889,4978.3558,24.891779000000003,5003.247579,,
2024-10-09 14:18:00,SELL,22,226.4332,,24.907652,,4981.5304,4956.622748
2024-10-09 14:19:00,BUY,22,226.55,4984.1,24.920500000000004,5009.0205000000005,,
2024-10-09 14:20:00,SELL,22,226.5849,,24.924339,,4984.8678,4959.943461
2024-10-09 14:21:00,BUY,22,226.505,4983.11,24.91555,5008.025549999999,,
2024-10-09 14:22:00,SELL,22,226.78,,24.9458,,4989.16,4964.214199999999
2024-10-09 14:23:00,BUY,22,226.74,4988.280000000001,24.941400000000005,5013.2214,,
2024-10-09 14:24:00,SELL,22,226.7899,,24.946889000000002,,4989.3778,4964.430911
2024-10-09 14:25:00,BUY,22,226.78,4989.16,24.9458,5014.1058,,
2024-10-09 14:26:00,SELL,22,226.92,,24.961199999999998,,4992.24,4967.2788
2024-10-09 14:27:00,BUY,21,227.02,4767.42,23.8371,4791.2571,,
2024-10-09 14:28:00,SELL,21,227.0967,,23.845153500000002,,4769.0307,4745.1855465
2024-10-09 14:29:00,BUY,21,227.1,4769.099999999999,23.845499999999998,4792.9455,,
2024-10-09 14:30:00,SELL,21,227.14,,23.8497,,4769.94,4746.0903
2024-10-09 14:31:00,BUY,21,227.17,4770.57,23.85285,4794.42285,,
2024-10-09 14:32:00,SELL,21,227.3201,,23.8686105,,4773.7221,4749.8534895
2024-10-09 14:33:00,BUY,21,227.37,4774.77,23.87385,4798.64385,,
2024-10-09 14:34:00,SELL,21,227.36,,23.8728,,4774.56,4750.6872
2024-10-09 14:35:00,BUY,21,227.42,4775.82,23.879099999999998,4799.6991,,
2024-10-09 14:36:00,SELL,21,227.45,,23.88225,,4776.45,4752.56775
2024-10-09 14:37:00,BUY,20,227.295,4545.9,22.729499999999998,4568.6295,,
2024-10-09 14:38:00,SELL,20,227.44,,22.744,,4548.8,4526.0560000000005
2024-10-09 14:39:00,BUY,20,227.552001,4551.0400199999995,22.755200099999996,4573.7952201,,
2024-10-09 14:40:00,SELL,20,227.68,,22.768,,4553.6,4530.832
2024-10-09 14:41:00,BUY,20,227.57,4551.4,22.756999999999998,4574.156999999999,,
2024-10-09 14:42:00,SELL,20,227.53,,22.753000000000004,,4550.6,4527.847000000001
2024-10-09 14:43:00,BUY,20,227.49,4549.8,22.749000000000002,4572.549,,
2024-10-09 14:44:00,SELL,20,227.5622,,22.75622,,4551.244,4528.4877799999995
2024-10-09 14:45:00,BUY,20,227.54,4550.8,22.754,4573.554,,
2024-10-09 14:46:00,SELL,20,227.32,,22.732,,4546.4,4523.668
2024-10-09 14:47:00,BUY,19,227.415,4320.885,21.604425000000003,4342.489425000001,,
2024-10-09 14:48:00,SELL,19,227.4499,,21.607740500000002,,4321.5481,4299.9403595
2024-10-09 14:49:00,BUY,19,227.49,4322.31,21.61155,4343.92155,,
2024-10-09 14:50:00,SELL,19,227.565,,21.618675,,4323.735,4302.116325
2024-10-09 14:51:00,BUY,19,227.44,4321.36,21.6068,4342.966799999999,,
2024-10-09 14:52:00,SELL,19,227.5131,,21.613744500000003,,4322.7489000000005,4301.1351555
2024-10-09 14:53:00,BUY,19,227.4526,4321.5994,21.607997,4343.207397,,
2024-10-09 14:54:00,SELL,19,227.29,,21.592550000000003,,4318.51,4296.91745
2024-10-09 14:55:00,BUY,19,227.3501,4319.6519,21.5982595,4341.250159499999,,
2024-10-09 14:56:00,SELL,19,227.39,,21.60205,,4320.41,4298.807949999999
2024-10-09 14:57:00,BUY,18,227.59,4096.62,20.4831,4117.1031,,
2024-10-09 14:58:00,SELL,18,227.6762,,20.490858,,4098.1716,4077.6807419999996
2024-10-09 14:59:00,BUY,18,227.65,4097.7,20.4885,4118.1885,,
2024-10-09 15:00:00,SELL,18,227.7376,,20.496384,,4099.2768,4078.7804159999996
2024-10-09 15:01:00,BUY,18,227.84,4101.12,20.5056,4121.6256,,
2024-10-09 15:02:00,SELL,18,227.87,,20.5083,,4101.66,4081.1517
2024-10-09 15:03:00,BUY,18,227.8899,4102.0182,20.510091000000003,4122.5282910000005,,
2024-10-09 15:04:00,SELL,18,227.88,,20.5092,,4101.84,4081.3308
2024-10-09 15:05:00,BUY,18,227.85,4101.3,20.506500000000003,4121.806500000001,,
2024-10-09 15:06:00,SELL,18,227.81,,20.5029,,4100.58,4080.0771
2024-10-09 15:07:00,BUY,18,227.758,4099.644,20.49822,4120.142220000001,,
2024-10-09 15:08:00,SELL,18,227.8501,,20.506509,,4101.3018,4080.7952910000004
2024-10-09 15:09:00,BUY,17,227.8942,3874.2014000000004,19.371007000000002,3893.5724070000006,,
2024-10-09 15:10:00,SELL,17,227.965,,19.377025,,3875.405,3856.0279750000004
2024-10-09 15:11:00,BUY,17,228.17,3878.89,19.39445,3898.2844499999997,,
2024-10-09 15:12:00,SELL,17,228.21,,19.397850000000002,,3879.57,3860.1721500000003
2024-10-09 15:13:00,BUY,17,228.145,3878.465,19.392325,3897.857325,,
2024-10-09 15:14:00,SELL,17,228.17,,19.39445,,3878.89,3859.49555
2024-10-09 15:15:00,BUY,17,228.1887,3879.2079000000003,19.3960395,3898.6039395000003,,
2024-10-09 15:16:00,SELL,17,228.11,,19.389350000000004,,3877.8700000000003,3858.4806500000004
2024-10-09 15:17:00,BUY,17,228.0504,3876.8568,19.384284,3896.2410840000002,,
2024-10-09 15:18:00,SELL,17,228.0106,,19.380901,,3876.1802000000002,3856.7992990000002
2024-10-09 15:19:00,BUY,17,227.9448,3875.0616,19.375308,3894.436908,,
2024-10-09 15:20:00,SELL,17,227.93,,19.37405,,3874.81,3855.43595
2024-10-09 15:21:00,BUY,16,227.8886,3646.2176,18.231088,3664.448688,,
2024-10-09 15:22:00,SELL,16,227.88,,18.2304,,3646.08,3627.8496
2024-10-09 15:23:00,BUY,16,228.0,3648.0,18.240000000000002,3666.24,,
2024-10-09 15:24:00,SELL,16,228.01,,18.2408,,3648.16,3629.9192
2024-10-09 15:25:00,BUY,16,228.239,3651.824,18.25912,3670.0831200000002,,
2024-10-09 15:26:00,SELL,16,228.2,,18.256,,3651.2,3632.944
2024-10-09 15:27:00,BUY,16,228.23,3651.68,18.258399999999998,3669.9384,,
2024-10-09 15:28:00,SELL,16,228.14,,18.2512,,3650.24,3631.9887999999996
2024-10-09 15:29:00,BUY,16,228.19,3651.04,18.2552,3669.2952,,
2024-10-09 15:30:00,SELL,16,228.19,,18.2552,,3651.04,3632.7848
2024-10-09 15:31:00,BUY,16,228.2355,3651.768,18.25884,3670.02684,,
2024-10-09 15:32:00,SELL,16,228.185,,18.2548,,3650.96,3632.7052
2024-10-09 15:33:00,BUY,16,228.28,3652.48,18.2624,3670.7424,,
2024-10-09 15:34:00,SELL,16,228.2,,18.256,,3651.2,3632.944
2024-10-09 15:35:00,BUY,15,228.2842,3424.263,17.121315,3441.384315,,
2024-10-09 15:36:00,SELL,15,228.3,,17.1225,,3424.5,3407.3775
2024-10-09 15:37:00,BUY,15,228.4038,3426.057,17.130285,3443.187285,,
2024-10-09 15:38:00,SELL,15,228.3,,17.1225,,3424.5,3407.3775
2024-10-09 15:39:00,BUY,15,228.35,3425.25,17.12625,3442.37625,,
2024-10-09 15:40:00,SELL,15,228.365,,17.127375,,3425.4750000000004,3408.3476250000003
2024-10-09 15:41:00,BUY,15,228.48,3427.2,17.136,3444.336,,
2024-10-09 15:42:00,SELL,15,228.525,,17.139375,,3427.875,3410.735625
2024-10-09 15:43:00,BUY,15,228.3443,3425.1645,17.125822499999998,3442.2903225,,
2024-10-09 15:44:00,SELL,15,228.4599,,17.1344925,,3426.8985000000002,3409.7640075000004
2024-10-09 15:45:00,BUY,15,228.51,3427.6499999999996,17.13825,3444.7882499999996,,
2024-10-09 15:46:00,SELL,15,228.4,,17.13,,3426.0,3408.87
2024-10-09 15:47:00,BUY,14,228.535,3199.49,15.997449999999999,3215.4874499999996,,
2024-10-09 15:48:00,SELL,14,228.56,,15.999200000000002,,3199.84,3183.8408
2024-10-09 15:49:00,BUY,14,228.53,3199.42,15.997100000000001,3215.4171,,
2024-10-09 15:50:00,SELL,14,228.53,,15.997100000000001,,3199.42,3183.4229
2024-10-09 15:51:00,BUY,14,228.41,3197.74,15.9887,3213.7286999999997,,
2024-10-09 15:52:00,SELL,14,228.3701,,15.985907,,3197.1814,3181.1954929999997
2024-10-09 15:53:00,BUY,14,228.37,3197.1800000000003,15.985900000000003,3213.1659000000004,,
2024-10-09 15:54:00,SELL,14,228.495,,15.994650000000002,,3198.9300000000003,3182.93535
2024-10-09 15:55:00,BUY,14,228.46,3198.44,15.9922,3214.4322,,
2024-10-09 15:56:00,SELL,14,228.5299,,15.997093,,3199.4186,3183.421507
2024-10-09 15:57:00,BUY,14,228.48,3198.72,15.993599999999999,3214.7135999999996,,
2024-10-09 15:58:00,SELL,14,228.47,,15.9929,,3198.58,3182.5870999999997
2024-10-09 15:59:00,BUY,14,228.4245,3197.9429999999998,15.989714999999999,3213.932715,,
2024-10-09 16:00:00,SELL,14,228.37,,15.985900000000003,,3197.1800000000003,3181.1941
2024-10-10 09:30:00,BUY,14,228.93,3205.02,16.025100000000002,3221.0451,,
2024-10-10 09:31:00,SELL,14,228.7,,16.009,,3201.7999999999997,3185.7909999999997
2024-10-10 09:32:00,BUY,13,228.45,2969.85,14.84925,2984.69925,,
2024-10-10 09:35:00,SELL,13,228.7,,14.865499999999999,,2973.1,2958.2345
2024-10-10 09:37:00,BUY,13,228.61,2971.9300000000003,14.859650000000002,2986.78965,,
2024-10-10 09:38:00,SELL,13,228.68,,14.8642,,2972.84,2957.9758
2024-10-10 09:41:00,BUY,13,228.61,2971.9300000000003,14.859650000000002,2986.78965,,
2024-10-10 09:48:00,SELL,13,228.6,,14.858999999999998,,2971.7999999999997,2956.941
2024-10-10 09:54:00,BUY,13,228.53,2970.89,14.85445,2985.7444499999997,,
2024-10-10 09:58:00,SELL,13,228.66,,14.8629,,2972.58,2957.7171
2024-10-10 10:00:00,BUY,13,228.68,2972.84,14.8642,2987.7042,,
2024-10-10 10:06:00,SELL,13,228.53,,14.85445,,2970.89,2956.03555
2024-10-10 10:07:00,BUY,13,228.59,2971.67,14.858350000000002,2986.52835,,
2024-10-10 10:09:00,SELL,13,228.66,,14.8629,,2972.58,2957.7171
2024-10-10 10:20:00,BUY,13,228.65,2972.4500000000003,14.862250000000001,2987.3122500000004,,
2024-10-10 10:21:00,SELL,13,228.66,,14.8629,,2972.58,2957.7171
2024-10-10 10:22:00,BUY,13,228.65,2972.4500000000003,14.862250000000001,2987.3122500000004,,
2024-10-10 10:24:00,SELL,13,228.63,,14.86095,,2972.19,2957.3290500000003
2024-10-10 10:26:00,BUY,12,228.55,2742.6000000000004,13.713000000000003,2756.3130000000006,,
2024-10-10 10:28:00,SELL,12,228.55,,13.713000000000003,,2742.6000000000004,2728.887
2024-10-10 10:31:00,BUY,12,228.65,2743.8,13.719000000000001,2757.5190000000002,,
2024-10-10 10:32:00,SELL,12,228.58,,13.7148,,2742.96,2729.2452
2024-10-10 10:34:00,BUY,12,228.7,2744.3999999999996,13.721999999999998,2758.122,,
2024-10-10 10:39:00,SELL,12,228.71,,13.7226,,2744.52,2730.7974
2024-10-10 10:40:00,BUY,12,228.69,2744.2799999999997,13.7214,2758.0013999999996,,
2024-10-10 10:42:00,SELL,12,228.58,,13.7148,,2742.96,2729.2452
2024-10-10 10:45:00,BUY,12,228.68,2744.16,13.720799999999999,2757.8808,,
2024-10-10 10:49:00,SELL,12,228.5,,13.71,,2742.0,2728.29
2024-10-10 10:52:00,BUY,12,228.48,2741.7599999999998,13.708799999999998,2755.4687999999996,,
2024-10-10 10:56:00,SELL,12,228.57,,13.714200000000002,,2742.84,2729.1258000000003
2024-10-10 10:59:00,BUY,12,228.49,2741.88,13.7094,2755.5894000000003,,
2024-10-10 11:00:00,SELL,12,228.63,,13.7178,,2743.56,2729.8422
2024-10-10 11:01:00,BUY,12,228.65,2743.8,13.719000000000001,2757.5190000000002,,
2024-10-10 11:03:00,SELL,12,228.65,,13.719000000000001,,2743.8,2730.081
2024-10-10 11:04:00,BUY,12,228.58,2742.96,13.7148,2756.6748000000002,,
2024-10-10 11:05:00,SELL,12,228.47,,13.7082,,2741.64,2727.9318
2024-10-10 11:07:00,BUY,11,228.61,2514.71,12.573550000000001,2527.28355,,
2024-10-10 11:08:00,SELL,11,228.65,,12.575750000000001,,2515.15,2502.57425
2024-10-10 11:09:00,BUY,11,228.65,2515.15,12.575750000000001,2527.72575,,
2024-10-10 11:10:00,SELL,11,228.61,,12.573550000000001,,2514.71,2502.13645
2024-10-10 11:12:00,BUY,11,228.53,2513.83,12.56915,2526.3991499999997,,
2024-10-10 11:13:00,SELL,11,228.55,,12.570250000000001,,2514.05,2501.47975
2024-10-10 11:14:00,BUY,11,228.51,2513.6099999999997,12.56805,2526.1780499999995,,
2024-10-10 11:17:00,SELL,11,228.54,,12.569700000000001,,2513.94,2501.3703
2024-10-10 11:20:00,BUY,11,228.54,2513.94,12.569700000000001,2526.5097,,
2024-10-10 11:22:00,SELL,11,228.6,,12.573,,2514.6,2502.027
2024-10-10 11:26:00,BUY,11,228.59,2514.4900000000002,12.572450000000002,2527.0624500000004,,
2024-10-10 11:28:00,SELL,11,228.61,,12.573550000000001,,2514.71,2502.13645
2024-10-10 11:29:00,BUY,11,228.65,2515.15,12.575750000000001,2527.72575,,
2024-10-10 11:33:00,SELL,11,228.7,,12.5785,,2515.7,2503.1214999999997
2024-10-10 11:34:00,BUY,11,228.725,2515.975,12.579875,2528.554875,,
2024-10-10 11:36:00,SELL,11,228.72,,12.579600000000001,,2515.92,2503.3404
2024-10-10 11:37:00,BUY,11,228.74,2516.1400000000003,12.580700000000002,2528.7207000000003,,
2024-10-10 11:38:00,SELL,11,228.8,,12.584000000000001,,2516.8,2504.2160000000003
2024-10-10 11:39:00,BUY,10,228.83,2288.3,11.441500000000001,2299.7415,,
2024-10-10 11:40:00,SELL,10,228.85,,11.4425,,2288.5,2277.0575
2024-10-10 11:46:00,BUY,10,228.79,2287.9,11.4395,2299.3395,,
2024-10-10 11:49:00,SELL,10,228.76,,11.438,,2287.6,2276.162
2024-10-10 11:50:00,BUY,10,228.8,2288.0,11.44,2299.44,,
2024-10-10 11:52:00,SELL,10,228.9,,11.445,,2289.0,2277.555
2024-10-10 11:53:00,BUY,10,228.9,2289.0,11.445,2300.445,,
2024-10-10 11:54:00,SELL,10,228.91,,11.4455,,2289.1,2277.6545
2024-10-10 11:59:00,BUY,10,229.0,2290.0,11.450000000000001,2301.45,,
2024-10-10 12:00:00,SELL,10,228.74,,11.437000000000001,,2287.4,2275.963
2024-10-10 12:01:00,BUY,10,228.85,2288.5,11.4425,2299.9425,,
2024-10-10 12:02:00,SELL,10,228.75,,11.4375,,2287.5,2276.0625
2024-10-10 12:03:00,BUY,10,228.88,2288.8,11.444,2300.244,,
2024-10-10 12:04:00,SELL,10,228.9499,,11.447495000000002,,2289.4990000000003,2278.0515050000004
2024-10-10 12:05:00,BUY,10,229.0,2290.0,11.450000000000001,2301.45,,
2024-10-10 12:06:00,SELL,10,229.0138,,11.45069,,2290.138,2278.68731
2024-10-10 12:07:00,BUY,10,229.1,2291.0,11.455,2302.455,,
2024-10-10 12:10:00,SELL,10,229.08,,11.454,,2290.8,2279.346
2024-10-10 12:11:00,BUY,10,229.06,2290.6,11.453,2302.053,,
2024-10-10 12:12:00,SELL,10,229.0217,,11.451085,,2290.217,2278.765915
2024-10-10 12:13:00,BUY,10,228.8,2288.0,11.44,2299.44,,
2024-10-10 12:17:00,SELL,10,228.92,,11.446,,2289.2,2277.754
2024-10-10 12:18:00,BUY,9,229.01,2061.09,10.30545,2071.39545,,
2024-10-10 12:19:00,SELL,9,228.93,,10.30185,,2060.37,2050.06815
2024-10-10 12:20:00,BUY,9,228.8849,2059.9640999999997,10.2998205,2070.2639204999996,,
2024-10-10 12:21:00,SELL,9,228.81,,10.29645,,2059.29,2048.99355
2024-10-10 12:23:00,BUY,9,228.87,2059.83,10.29915,2070.1291499999998,,
2024-10-10 12:24:00,SELL,9,228.88,,10.2996,,2059.92,2049.6204000000002
2024-10-10 12:25:00,BUY,9,228.86,2059.7400000000002,10.298700000000002,2070.0387,,
2024-10-10 12:26:00,SELL,9,228.86,,10.298700000000002,,2059.7400000000002,2049.4413000000004
2024-10-10 12:27:00,BUY,9,228.81,2059.29,10.29645,2069.58645,,
